"Address","Response_Address","Response_X","Response_Y"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤C¤»«Ñ¤@¤»¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó76«Ñ16¸¹","121.276365","24.973406"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤C¤»«Ñ¤C¢¯¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó76«Ñ70¸¹","121.276389","24.973253"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤C¤»«Ñ¤C¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó76«Ñ7¸¹","121.276562","24.973769"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤C¤»«Ñ¤E¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó76«Ñ9¸¹","121.276567","24.973655"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤C¤»«Ñ¤»¤»¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó76«Ñ66¸¹","121.276401","24.973334"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤C¤»«Ñ¤»¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó76«Ñ6¸¹","121.276280","24.973743"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤C¥|¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó74¸¹","121.276360","24.973901"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤E¢¯¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó90¸¹","121.277056","24.973916"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤E¤G¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó92¸¹","121.277113","24.973935"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤G¤C¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó27¸¹","121.274756","24.974019"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤G¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó2¸¹","121.274249","24.973499"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤K¤K¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½10¾F¶}¶©µó88¸¹","121.276967","24.973891"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤T¡³¸¹¤G¼Ó","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó29¤§1¸¹","121.274836","24.974141"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤­¤G¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó52¸¹","121.275682","24.974025"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤­¤»«Ñ¤»¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó56«Ñ6¸¹","121.275704","24.973811"
"®ç¶é¥«¤K¼w°Ï¶}¶©µó¤»¤K¸¹","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó68¸¹","121.276095","24.973786"
"®ç¶é¥«¤K¼w°Ï¶}¶©¸ô¢³¢´¸¹¢°¡B¢±¼Ó","®ç¶é¥«¤K¼w°Ï¥ÃÂ×¨½9¾F¶}¶©µó45¸¹","121.275323","24.974195"
"®ç¶é¥«¤K¼w°Ï¼sºÖ¸ô¤K¤C¤E«Ñ¤@¤C¤C§Ë¤@¤K¸¹","®ç¶é¥«¤K¼w°Ï¥ÕÆO¨½25¾F¼sºÖ¸ô879«Ñ177§Ë18¸¹","121.275110","24.956694"
"®ç¶é¥«¤K¼w°ÏÄ_Â×µó¤@¤­«Ñ¤@¸¹","®ç¶é¥«¤K¼w°Ï­XÐ¤¨½13¾FÄ_Â×µó15«Ñ1¸¹","121.276311","24.966286"
"®ç¶é¥«¤K¼w°Ï16¾F¤¶¹Ø¸ô2¬q252«Ñ71§Ë70¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½16¾F¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë70¸¹","121.295151","24.950161"
"®ç¶é¥«¤K¼w°Ï¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë75¸¹1¼Ó","®ç¶é¥«¤K¼w°Ï·ç¿³¨½16¾F¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë75¸¹","121.295363","24.949903"
"®ç¶é¥«¤K¼w°Ï¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë77¸¹1¼Ó","®ç¶é¥«¤K¼w°Ï·ç¿³¨½16¾F¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë77¸¹","121.295134","24.949318"
"®ç¶é¥«¤K¼w°Ï¤¶¹Ø¸ô¤G¬q¤G¤­¤G«Ñ¤C¤@§Ë¤C¤E¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½16¾F¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë79¸¹","121.294845","24.949026"
"®ç¶é¥«¤K¼w°Ï¤¶¹Ø¸ô¤G¬q¤G¤­¤G«Ñ¤C¤@§Ë¤C¤T¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½16¾F¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë55¤§1¸¹","121.295770","24.950848"
"®ç¶é¥«¤K¼w°Ï¤¶¹Ø¸ô¤G¬q¤G¤­¤G«Ñ¤C¤@§Ë¤C¤­¤§¤@¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½16¾F¤¶¹Ø¸ô¤G¬q252«Ñ71§Ë55¤§1¸¹","121.295770","24.950848"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô¢²¢¯¢µ«Ñ¢¸¢µ¸¹¢°¼Ó","®ç¶é¥«¤K¼w°Ï·ç¿³¨½2¾F«Ø°ê¸ô306«Ñ96¸¹","121.290755","24.938583"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô386¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½4¾F«Ø°ê¸ô386¸¹","121.288203","24.940054"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô¢³¢³¢±«Ñ¢¶¢¯¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½6¾F«Ø°ê¸ô442«Ñ70¸¹","121.289594","24.942451"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô772«Ñ160§Ë22¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½14¾F«Ø°ê¸ô772«Ñ160§Ë22¸¹","121.293847","24.949288"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô772«Ñ160§Ë28¸¹1¼Ó","®ç¶é¥«¤K¼w°Ï·ç¿³¨½14¾F«Ø°ê¸ô772«Ñ160§Ë28¸¹","121.293760","24.949192"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô¤C¤C¤G«Ñ¤@¤»¢¯§Ë¤G¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½14¾F«Ø°ê¸ô772«Ñ160§Ë2¸¹","121.294219","24.949763"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô¥|¢¯¥|«Ñ¤E¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï·ç¿³¨½4¾F«Ø°ê¸ô404«Ñ9¸¹","121.288434","24.940937"
"®ç¶é¥«¤K¼w°Ï·çµoµó¤@¤@¤K¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï·çµo¨½22¾F·çµoµó118¸¹","121.300617","24.933898"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô¤C¤C¤G«Ñ¤@¤G¡³§Ë¤@ÛÁ¤G¤@¸¹","®ç¶é¥«¤K¼w°Ï·ç¿³¨½15¾F«Ø°ê¸ô772«Ñ160§Ë21¸¹","121.294091","24.949281"
"®ç¶é¥«¤K¼w°Ï«Ø°ê¸ô¤C¤C¤G«Ñ¤@¤G¡³§Ë¤TÛÁ¤@¥|¸¹¤@¼Ó","®ç¶é¥«¤K¼w°Ï¼s¼w¨½13¾F«Ø°ê¸ô772«Ñ120§Ë14¸¹","121.293650","24.949370"
"®ç¶é¥«¤K¼w°Ï·s¿³¸ô¢µ¢´¤§¢±¸¹","®ç¶é¥«¤K¼w°Ï¼s¼w¨½15¾F·s¿³¸ô65¤§2¸¹","121.289621","24.951888"
"®ç¶é¥«¤K¼w°ÏÀs®cµó¢²¢²«Ñ¢²¢·¸¹¢°¼Ó","®ç¶é¥«¤K¼w°ÏÀs¤Í¨½13¾FÀs®cµó33«Ñ38¸¹","121.257783","24.925866"
"®ç¶é¥«¤j¶é°Ï?ªL¸ô215¸¹","®ç¶é¥«¤j¶é°Ï¤T¥Û¨½8¾F?ªL¸ô19¸¹","121.259431","25.073976"
"®ç¶é¥«¤j¶é°Ï¤T¥Á¸ô¤G¬q¢·¢²¢°¸¹¢°¼Ó","®ç¶é¥«¤j¶é°Ï?ªL¨½1¾F¤T¥Á¸ô¤G¬q831¸¹","121.261398","25.069776"
"®ç¶é¥«¤j¶é°Ï¤T¥Á¸ô¤G¬q¤K¤G¤C¸¹","®ç¶é¥«¤j¶é°Ï?ªL¨½1¾F¤T¥Á¸ô¤G¬q827¸¹","121.261229","25.070047"
"®ç¶é¥«¤j¶é°Ï¤T¥Á¸ô¤G¬q¤T¤T¤C«Ñ¤T¤Q§Ë¤K¸¹","®ç¶é¥«¤j¶é°Ï?ªL¨½18¾F¤T¥Á¸ô¤G¬q337«Ñ30§Ë8¸¹","121.258606","25.081678"
"®ç¶é¥«¤j¶é°Ï¤­¡³¤§¤T¡D¤­¡³¤§¥|¸¹","®ç¶é¥«¤j¶é°Ï?ªL¨½1¾F©Þ¤lªL1¤§1¸¹","121.260544","25.069553"
"®ç¶é¥«¤j¶é°Ï´_¿³µó18¸¹1¼Ó","®ç¶é¥«¤j¶é°Ï?ªL¨½21¾F´_¿³µó18¸¹","121.255176","25.086991"
"®ç¶é¥«¤j¶é°ÏºÖ¼w¸ô68«Ñ1§Ë10¸¹1¼Ó","®ç¶é¥«¤j¶é°Ï?ªL¨½6¾FºÖ¼w¸ô68«Ñ1§Ë10¸¹","121.257776","25.074976"
"®ç¶é¥«¤j·Ë°Ï¤G¥|¾F«H¸q¸ô¤G¤­¢¯¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô250¸¹","121.296382","24.887086"
"®ç¶é¥«¤j·Ë°Ï¤K¾FªF¤@¸ô¤K¤T¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½37¾FªF¤@¸ô79¤§1¸¹","121.292108","24.882906"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô230¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô230¸¹","121.295652","24.886146"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô¢±¢³¢¯¤§¢°¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô240¤§1¸¹","121.295951","24.886777"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô¢±¢³¢¯¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô240¸¹","121.295796","24.886639"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô¢±¢·¢±¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô282¸¹","121.297672","24.887871"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô¤@¤E¢¯¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½3¾F«H¸q¸ô190¸¹","121.294071","24.885596"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô¤G¤@¤»¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô216¸¹","121.294418","24.885688"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô¤G¤K¤G¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô282¸¹","121.297672","24.887871"
"®ç¶é¥«¤j·Ë°Ï¤¤µØ¸ô¢¶¢¶«Ñ¢±¢´§Ë¢²¢·¸¹¢°¼Ó","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½5¾F¤¤µØ¸ô77«Ñ25§Ë38¸¹","121.294884","24.884697"
"®ç¶é¥«¤j·Ë°Ï¤¤µØ¸ô¤@¤G¤@«Ñ¤G¤@§Ë¤C¡B¤E¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½6¾F¤¤µØ¸ô121«Ñ21§Ë1¸¹","121.295948","24.883149"
"®ç¶é¥«¤j·Ë°Ï«H¸q¸ô¤G¤G¤»¸¹","®ç¶é¥«¤j·Ë°Ï¥Ð¤ß¨½1¾F«H¸q¸ô226¸¹","121.295037","24.885263"
"®ç¶é¥«¤j·Ë°Ï¤¯©M¸ô¤@¬q¤@¤C¤­¸¹¤@¼Ó","®ç¶é¥«¤j·Ë°Ï¤¯©M¨½9¾F¤¯©M¸ô¤@¬q175¸¹","121.275803","24.900801"
"®ç¶é¥«¤j·Ë°Ï¦Û±jµó¤G¤K«Ñ¤@§Ë¥|¸¹¤@¼Ó","®ç¶é¥«¤j·Ë°Ï¤¯¤å¨½10¾F¦Û±jµó28«Ñ1§Ë4¸¹","121.285816","24.901138"
"®ç¶é¥«¤j·Ë°Ï¤­¾F³»¤s?¤T¤»¤§¤@¸¹","®ç¶é¥«¤j·Ë°Ï«n¿³¨½13¾F¥Ã©÷¸ô1¤§1¸¹","121.265205","24.903410"
"®ç¶é¥«¤¤Ãc°Ï¦NªL¸ô9¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F¦NªL¸ô9¸¹","121.239164","24.979898"
"®ç¶é¥«¤¤Ãc°Ï¤¤¤sªF¸ô¤@¬q¤G¤T¥|¤§¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¼w¸q¨½5¾F¤¤¤sªF¸ô¤@¬q3¤§1¸¹","121.229039","24.955856"
"®ç¶é¥«¤¤Ãc°Ï¤¤¤sªF¸ô¤@¬q¤G¤T¥|¤§¤»¸¹","®ç¶é¥«¤¤Ãc°Ï¼w¸q¨½5¾F¤¤¤sªF¸ô¤@¬q3¤§1¸¹","121.229039","24.955856"
"®ç¶é¥«¤¤Ãc°Ï¤¤¥_¸ô¢±¬q¢²¢¶¢²«Ñ¢°¢±¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½6¾F¤¤¥_¸ô¤G¬q373«Ñ12¸¹","121.230955","24.954596"
"®ç¶é¥«¤¤Ãc°Ï¤¤¥_¸ô¢±¬q¢³¢´¢°«Ñ¢°¸¹","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½7¾F¤¤¥_¸ô¤G¬q451«Ñ1¸¹","121.232356","24.954540"
"®ç¶é¥«¤¤Ãc°Ï·s¿³¥_µó¤@«Ñ¤G¤C¸¹","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½1¾F·s¿³¥_µó1«Ñ27¸¹","121.230394","24.955058"
"®ç¶é¥«¤¤Ãc°Ï·s¿³¥_µó¤G¥|«Ñ¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½1¾F·s¿³¥_µó24«Ñ5¸¹","121.230565","24.954367"
"®ç¶é¥«¤¤Ãc°Ï·s¿³¥_¸ô¤@«Ñ¥|¤C¸¹","®ç¶é¥«¤¤Ãc°Ï¥¿¸q¨½1¾F·s¿³¥_µó1«Ñ47¸¹","121.230909","24.955285"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¢±¢°¢°«Ñ¢°¢³¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ14¸¹","121.246594","24.961232"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¢±¢°¢°«Ñ¢·§Ë¢±¢¯¡B¢±¢±¸¹¢±¼Ó","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë8¸¹","121.246905","24.961036"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¢±¢²¢°«Ñ¢±¢°¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô231«Ñ21¸¹","121.247134","24.961095"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¢±¢³¢²¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô243¸¹","121.246883","24.960235"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¢±¢³¢´¸¹¢±¼Ó","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô245¸¹","121.246969","24.960167"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤C§Ë¤G¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ7§Ë2¸¹","121.246329","24.961300"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤@«Ñ¤K§Ë¤@¢¯¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô211«Ñ8§Ë10¸¹","121.246477","24.960817"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤@¤­¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô215¸¹","121.246212","24.960870"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤G¤T¤@«Ñ¤@¤K¤§¤G¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô231«Ñ18¤§2¸¹","121.247271","24.960724"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤T¤­¤@¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô351¸¹","121.248688","24.958433"
"®ç¶é¥«¤¤Ãc°Ï´¶©¾¸ô¤T¥|¤­¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾F´¶©¾¸ô345¸¹","121.248527","24.958595"
"®ç¶é¥«¤¤Ãc°ÏÀô¤¤ªF¸ô¢´¢µ¢±¸¹","®ç¶é¥«¤¤Ãc°Ï´¶©¾¨½20¾FÀô¤¤ªF¸ô562¸¹","121.249303","24.958270"
"®ç¶é¥«¤¤Ãc°ÏªQ¬f¸ô¤@¡³¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾FªQ¬f¸ô3¸¹","121.247362","24.984788"
"®ç¶é¥«¤¤Ãc°Ï¤»¾FÀs¿³¸ô¥|¤@¤­«Ñ¤­¤§¤@¸¹","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ1¤§1¸¹","121.241908","24.940390"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¢³¢¯¢°«Ñ¢±¤§¢°¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô401«Ñ2¤§1¸¹","121.241873","24.940246"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¢³¢°¢´«Ñ¢°¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ1¸¹","121.241957","24.940378"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¢³¢°¢´«Ñ¢µ¸¹¢°¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ6¸¹","121.241931","24.940614"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¢³¢°¢´«Ñ¢µ¸¹¢±¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ6¸¹","121.241931","24.940614"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¥|¢¯¤@«Ñ¤G¤G¤§¤@¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô401«Ñ2¤§1¸¹","121.241873","24.940246"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¥|¤@¤­«Ñ¤@¤T¤§¤@¸¹","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ1¤§1¸¹","121.241908","24.940390"
"®ç¶é¥«¤¤Ãc°ÏÀs¿³¸ô¥|¤@¤­«Ñ¤T¢¯¸¹¤@¼Ó","®ç¶é¥«¤¤Ãc°ÏÀs¼w¨½4¾FÀs¿³¸ô415«Ñ30¸¹","121.241332","24.940783"
"®ç¶é¥«¤¤Ãc°Ï²ø·q¸ô¤K¤T¤K«Ñ¤T¤»¸¹","®ç¶é¥«¤¤Ãc°Ï¦Û«H¨½15¾F²ø·q¸ô838«Ñ36¸¹","121.254118","24.964588"
"®ç¶é¥«¤¤Ãc°Ï¤¤¥¿¸ô¤@¤G¤C¥|«Ñ¤T¤E¸¹","®ç¶é¥«¤¤Ãc°Ï¤T¥Á¨½18¾F¤¤¥¿¸ô1274«Ñ39¸¹","121.201550","24.973216"
"®ç¶é¥«¤¤Ãc°Ï¦Û±j¤@¸ô¤C¤T¸¹","®ç¶é¥«¤¤Ãc°Ï´_¿³¨½25¾F¦Û±j¤@¸ô73¸¹","121.244294","24.975940"
"®ç¶é¥«¤¤Ãc°Ï¤G¾F¦è¶é¸ô¤@¥|¤K¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½6¾F¦è¶é¸ô148¸¹","121.234139","24.982126"
"®ç¶é¥«¤¤Ãc°Ï¤¤¶é¸ô190¸¹2¼Ó","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F¤¤¶é¸ô190¸¹","121.237537","24.983164"
"®ç¶é¥«¤¤Ãc°Ï¤¤¶é¸ô¤@¤E¡³¸¹","®ç¶é¥«¤¤Ãc°Ï©¾¸q¨½1¾F¤¤¶é¸ô20¤§10¸¹","121.236738","24.964776"
"®ç¶é¥«¤¤Ãc°Ï¤¤¶é¸ô¤@¤E¤G¤§¤T¸¹","®ç¶é¥«¤¤Ãc°Ï©¾¸q¨½1¾F¤¤¶é¸ô20¤§1¸¹","121.236564","24.965054"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô¢±¢±¤§¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô14¸¹","121.242603","24.984377"
"®ç¶é¥«¤¤Ãc°Ï¥_¶é¸ô¤G¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¤å¤Æ¨½6¾F¥_¶é¸ô31¤§1¸¹","121.241966","24.982607"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¤G¸ô14¸¹¤Î16¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¤G¸ô14¸¹","121.238744","24.975779"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¤G¸ô¤Q¤K¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¤G¸ô18¸¹","121.238324","24.976283"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¤G¸ô¤­¤§¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¤G¸ô5¤§1¸¹","121.237594","24.975458"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¤G¸ô¥|¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¤G¸ô4¸¹","121.238567","24.974436"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô17¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô17¸¹","121.239277","24.970054"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô38-1¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô38¤§1¸¹","121.240088","24.976529"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô38¤§2¸¹1¼Ó","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô38¤§2¸¹","121.240102","24.976056"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô40¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô40¸¹","121.240041","24.977747"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô61¸¹1¼Ó","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô61¸¹","121.239267","24.980180"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô61¸¹4¼Ó","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô61¸¹","121.239267","24.980180"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¢µ¢¶¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô67¸¹","121.239309","24.981296"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¢µ¢¸¤§¢°¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô69¤§1¸¹","121.239315","24.982559"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¢µ¢¸¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô69¸¹","121.239259","24.982140"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¤@¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô11¸¹","121.239300","24.969048"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¤C¸¹","®ç¶é¥«¤¤Ãc°Ï©¾¸q¨½2¾FªF¶é¸ô7¸¹","121.239319","24.968387"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¤G¥|¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô24¸¹","121.240066","24.973872"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¤­¤@¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô51¸¹","121.239200","24.977113"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¤­¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô9¤§1¸¹","121.239127","24.968796"
"®ç¶é¥«¤¤Ãc°ÏªF¶é¸ô¤»¤T¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾FªF¶é¸ô63¸¹","121.239202","24.980699"
"®ç¶é¥«¤¤Ãc°Ï«n¶é¸ô16¸¹","®ç¶é¥«¤¤Ãc°Ï¥ÃºÖ¨½7¾F«n¶é¸ô16¸¹","121.238536","24.970971"
